SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
R101,Dor localizada no abdome superior,R10,Dor abdominal e pélvica,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R102,Dor pélvica e perineal,R10,Dor abdominal e pélvica,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R103,Dor localizada em outras partes do abdome inferior,R10,Dor abdominal e pélvica,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R104,Outras dores abdominais e as não especificadas,R10,Dor abdominal e pélvica,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R11,Náusea e vômitos,R11,Náusea e vômitos,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R12,Pirose,R12,Pirose,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R13,Disfagia,R13,Disfagia,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R14,Flatulência e afecções correlatas,R14,Flatulência e afecções correlatas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R15,Incontinência fecal,R15,Incontinência fecal,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R160,Hepatomegalia não classificada em outra parte,R16,Hepatomegalia e esplenomegalia não classificadas em outra parte,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R161,Esplenomegalia não classificada em outra parte,R16,Hepatomegalia e esplenomegalia não classificadas em outra parte,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R162,Hepatomegalia com esplenomegalia não classificada em outra parte,R16,Hepatomegalia e esplenomegalia não classificadas em outra parte,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R17,Icterícia não especificada,R17,Icterícia não especificada,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R18,Ascite,R18,Ascite,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R190,"Massa, tumoração ou tumefação intra-abdominal e pélvica",R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R191,Ruídos hidroaéreos anormais,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R192,Peristaltismo visível,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R193,Rigidez abdominal,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R194,Alteração do hábito intestinal,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R195,Outras anormalidades fecais,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R196,Halitose,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R198,Outros sintomas e sinais especificados relativos ao aparelho digestivo e ao abdome,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R200,Anestesia cutânea,R20,Distúrbios da sensibilidade cutânea,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R201,Hipoestesia cutânea,R20,Distúrbios da sensibilidade cutânea,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R202,Parestesias cutâneas,R20,Distúrbios da sensibilidade cutânea,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R203,Hiperestesia,R20,Distúrbios da sensibilidade cutânea,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R208,Outros distúrbios e os não especificadas da sensibilidade cutânea,R20,Distúrbios da sensibilidade cutânea,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R21,Eritema e outras erupções cutâneas não especificadas,R21,Eritema e outras erupções cutâneas não especificadas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R220,"Tumefação, massa ou tumoração localizadas da cabeça",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R221,"Tumefação, massa ou tumoração localizadas do pescoço",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R222,"Tumefação, massa ou tumoração localizadas do tronco",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R223,"Tumefação, massa ou tumoração localizadas de membro superior",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R224,"Tumefação, massa ou tumoração localizadas no membro inferior",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R227,"Tumefação, massa ou tumoração localizadas de múltiplas localizações",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R229,"Tumefação, massa ou tumoração não especificadas, localizadas",R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R230,Cianose,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R231,Palidez,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R232,Rubor,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R233,Equimoses espontâneas,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R234,Alterações na textura da pele,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R238,Outras alterações da pele e as não especificadas,R23,Outras alterações cutâneas,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R250,Movimentos anormais da cabeça,R25,Movimentos involuntários anormais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R251,Tremor não especificado,R25,Movimentos involuntários anormais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R252,Cãibras e espasmos,R25,Movimentos involuntários anormais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R253,Fasciculação,R25,Movimentos involuntários anormais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R258,Outros movimentos involuntários anormais e os não especificados,R25,Movimentos involuntários anormais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R260,Marcha atáxica,R26,Anormalidades da marcha e da mobilidade,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R261,Marcha paralítica,R26,Anormalidades da marcha e da mobilidade,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R262,Dificuldade para andar não classificada em outra parte,R26,Anormalidades da marcha e da mobilidade,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R268,Outras anormalidades da marcha e da mobilidade e as não especificadas,R26,Anormalidades da marcha e da mobilidade,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R270,Ataxia não especificada,R27,Outros distúrbios da coordenação,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R278,Outros distúrbios da coordenação e os não especificados,R27,Outros distúrbios da coordenação,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R290,Tetania,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R291,Meningismo,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R292,Reflexos anormais,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R293,Postura anormal,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R294,Quadril estalante,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R296,"Tendência a queda, não classificada em outra parte",R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R298,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular e os não especificados,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R300,Disúria,R30,Dor associada à micção,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R301,Tenesmo vesical,R30,Dor associada à micção,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R309,"Micção dolorosa, não especificada",R30,Dor associada à micção,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R31,Hematúria não especificada,R31,Hematúria não especificada,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R32,Incontinência urinária não especificada,R32,Incontinência urinária não especificada,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R33,Retenção urinária,R33,Retenção urinária,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R34,Anúria e oligúria,R34,Anúria e oligúria,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R35,Poliúria,R35,Poliúria,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R36,Secreção uretral,R36,Secreção uretral,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R390,Extravasamento de urina,R39,Outros sintomas e sinais relativos ao aparelho urinário,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R391,Outras dificuldades à micção,R39,Outros sintomas e sinais relativos ao aparelho urinário,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R392,Uremia extra-renal,R39,Outros sintomas e sinais relativos ao aparelho urinário,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R398,Outros sintomas e sinais relativos ao aparelho urinário e os não especificados,R39,Outros sintomas e sinais relativos ao aparelho urinário,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R400,Sonolência,R40,"Sonolência, estupor e coma",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R401,Estupor,R40,"Sonolência, estupor e coma",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R402,Coma não especificado,R40,"Sonolência, estupor e coma",18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R410,Desorientação não especificada,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R411,Amnésia anterógrada,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R412,Amnésia retrógrada,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R413,Outra amnésia,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R418,Outros sintomas e sinais especificados relativos às funções cognitivas e à consciência,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R42,Tontura e instabilidade,R42,Tontura e instabilidade,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R430,Anosmia,R43,Distúrbios do olfato e do paladar,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R431,Parosmia,R43,Distúrbios do olfato e do paladar,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R432,Parageusia,R43,Distúrbios do olfato e do paladar,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R438,Outros distúrbios do olfato e do paladar e os não especificados,R43,Distúrbios do olfato e do paladar,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R440,Alucinações auditivas,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R441,Alucinações visuais,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R442,Outras alucinações,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R443,Alucinações não especificadas,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R448,Outros sintomas e sinais especificados relativos às sensações e percepções gerais,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
R450,Nervosismo,R45,Sintomas e sinais relativos ao estado emocional,18,XVIII.Sint sinais e achad anorm ex clín e laborat,XVIII
